geneName,zy,zy,zy,zy,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,mid2cell,16cell
gene18109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.110764,1.454593,0.760666,0.000000,0.000000,0.000000
gene18110,8.950266,5.375354,11.828811,9.161513,5.634997,8.644532,4.684258,1.918606,7.184768,4.921044,5.035906,5.657609,1.570130,0.000000
gene18111,0.602636,0.081203,1.031513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18112,3.252720,3.736441,4.969064,5.420782,2.696435,6.311965,4.149822,2.042170,5.677765,11.678650,10.946368,12.805416,11.621659,0.000000
gene18113,0.000000,0.000000,0.000000,0.000000,0.570825,0.000000,0.108905,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18114,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18115,3.842415,3.257247,5.606219,1.507487,12.704562,3.190764,14.342050,0.394628,6.959867,12.482721,11.746006,5.082680,33.371821,223.740280
gene18116,22.908647,18.836540,19.333230,14.320630,1.695409,11.222777,22.803891,12.234232,18.324826,9.120361,3.201844,3.650933,42.767550,0.000000
gene18117,10.838878,6.176382,10.780769,9.400567,11.842234,11.264663,10.814519,0.072166,12.615212,10.948920,10.293290,4.780169,51.877348,0.047755
gene18118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.079471
gene18119,118.898253,166.110705,138.287287,164.065416,64.963661,22.871448,59.865504,84.153207,37.390969,51.092370,43.755991,42.788149,83.988110,90.668590
gene18120,0.000000,0.000000,0.343008,0.000000,0.042190,0.000000,1.947905,0.000000,0.000000,0.052375,0.136945,0.381581,6.698257,0.000000
gene18121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18122,11.272832,12.155921,11.489441,10.535464,9.201547,3.161774,14.389857,24.656049,9.962556,11.065182,13.530723,10.093589,19.750142,0.057259
gene18123,0.224333,0.757653,0.000000,0.510882,0.963033,1.485807,0.188006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.449828
gene18124,0.365262,4.257338,2.750916,3.818562,0.000000,4.246258,5.846206,0.176403,5.527322,3.608569,3.826558,3.234144,0.000000,0.000000
gene18125,3.006069,3.655445,1.235903,1.040299,1.915390,2.877928,2.775519,5.313712,1.122754,0.943568,1.391472,2.671205,2.413471,318.561324
gene18126,6.148068,6.369064,5.891819,9.063128,6.053390,4.938775,5.673929,9.373744,6.606111,4.679124,4.470665,8.290000,6.590964,0.000000
gene18127,4.063927,2.207832,1.620740,4.972255,11.248546,5.684227,2.960382,0.278353,3.923696,5.159324,5.293641,6.914105,0.130169,0.140341
gene18128,0.022600,0.023981,0.030463,0.000000,0.000000,0.162688,0.513742,0.000000,0.000000,0.003618,0.011351,0.000000,0.000000,0.000000
gene18129,27.536963,34.487644,32.697455,38.895506,36.845541,35.216362,28.875349,46.026862,52.539245,44.626781,40.714492,43.199609,50.809127,0.000000
gene18130,20.492510,19.540519,21.634279,26.046073,2.636772,3.854883,6.698615,2.897109,3.472168,2.718194,3.333414,3.227545,9.990926,0.086454
gene18131,46.869692,40.953455,46.548731,34.334185,43.604606,28.996297,31.843630,32.322102,42.532686,39.188320,46.137196,52.966155,48.934318,0.000000
gene18132,58.196546,45.502843,47.101472,44.950690,41.194892,44.923438,51.243206,52.617412,60.191837,53.423193,51.719550,49.161673,28.711052,0.121550
gene18133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.094494,0.000000,0.000000
gene18134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.666520,0.000000,0.000000
gene18135,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18137,0.000000,0.021733,0.027607,0.000000,0.071308,0.000000,0.000000,1.350148,0.000000,0.000000,0.046292,0.061423,0.000000,0.000000
gene18138,21.747202,18.238945,22.612515,13.773304,50.616445,37.419482,30.644272,13.963497,33.977319,23.654893,23.658080,23.953526,49.160640,0.079887
gene18139,1.107408,1.339846,2.365761,0.611292,3.321718,7.054533,5.308320,0.000000,12.532589,5.257582,10.089513,1.994152,0.000000,0.792029
gene18140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.997633,0.601965,0.000000,0.000000,0.000000
gene18141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.310886,0.000000
gene18142,285.060381,319.511645,350.945045,376.034841,371.542787,407.539861,298.574114,412.877004,348.592891,295.664555,321.093066,369.629309,697.781271,316.493956
gene18143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.051376,0.534822,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18145,0.008622,1.236202,1.198413,2.924832,3.522449,1.057896,0.196009,0.000000,1.378041,2.705398,1.628423,2.820670,0.000000,0.000000
gene18146,1.270660,2.478292,0.567699,0.556253,0.000000,0.053925,0.000000,0.000000,0.000000,0.000000,0.000000,2.841922,0.000000,0.000000
gene18147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18148,22.826377,19.877574,19.637559,18.770907,12.009708,10.049525,16.658723,16.448937,15.615954,24.255798,24.958170,29.007056,5.836813,0.051751
gene18149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18150,0.908650,1.877372,1.347933,2.160625,0.535645,0.758388,1.545675,1.560293,2.412301,2.604411,1.390931,1.268818,12.066715,0.903447
gene18151,0.034875,0.000000,0.376074,1.921618,0.000000,0.000000,0.000000,0.000000,5.616917,1.369664,1.284585,1.162124,0.668969,0.000000
gene18152,24.082611,12.994067,17.675243,13.593760,14.353552,4.197799,11.937615,9.693899,9.295655,15.662820,16.317049,10.266460,4.896801,17.932876
gene18153,0.000000,0.055754,0.000000,0.101781,0.060977,0.838691,0.000000,0.000000,0.000000,0.100932,0.039586,0.000000,0.000000,0.000000
gene18154,0.000000,0.000000,0.000000,0.000000,0.000000,0.949786,0.000000,0.000000,0.000000,0.000000,0.000000,2.528009,7.742584,0.000000
gene18155,6.403474,1.889582,3.028970,2.299659,1.549997,4.359237,0.619597,0.134375,3.900202,1.710385,2.707250,1.716583,8.076141,0.000000
gene18156,24.215936,9.277349,12.500962,11.812376,13.255013,14.028473,14.030054,3.226920,7.010634,25.304221,24.364034,22.204312,9.369181,34.277552
gene18157,1.006565,4.088827,1.817089,0.450630,0.477658,0.386451,0.000000,0.559579,2.020214,1.770320,2.130174,0.143110,0.029704,0.000000
gene18158,1.221875,2.509521,3.808265,4.014593,4.239412,2.305763,3.752647,3.736916,4.219047,3.792782,3.777177,3.066884,1.738934,0.000000
gene18159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017307,0.000000,0.000000
gene18160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18162,6.726780,3.172482,7.555996,12.850035,7.481436,2.368585,1.023968,4.263977,5.664308,8.210897,8.024346,3.922682,0.000000,0.000000
gene18163,0.000000,0.203496,0.424676,0.000000,0.000000,0.154343,0.050045,0.000000,0.000000,0.019735,0.309614,0.000000,0.000000,0.000000
gene18164,2.686885,1.677274,2.294508,1.110367,5.140482,0.073393,0.698049,0.022020,1.870186,3.428477,1.884494,0.208370,2.422012,0.000000
gene18165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18167,1.449379,0.350536,1.536223,0.319957,6.153346,1.768021,1.267229,0.000000,0.000000,0.666315,1.455998,0.371517,0.000000,0.000000
gene18168,2.190664,5.318447,3.241038,5.641706,0.000000,1.907894,0.371174,2.361290,5.345495,1.073408,2.372893,0.000000,7.673446,0.000000
gene18169,1.384452,0.624537,1.370318,3.886739,2.514919,2.939009,1.368347,1.627946,4.418555,1.426121,0.423279,0.000000,0.000000,0.000000
gene18170,1.417751,3.965660,1.727992,1.809857,0.000000,1.407719,0.079382,0.000000,0.000000,1.440005,0.392890,0.358397,0.000000,0.000000
gene18171,1.248036,12.948964,6.631585,9.903969,10.076058,6.929242,7.577327,6.481624,6.756273,3.752559,3.052572,6.798714,0.000000,0.000000
gene18172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18173,0.012751,0.541198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.081646,0.102470,0.000000,0.000000,0.000000
gene18174,1.040510,1.374009,1.471114,1.827471,0.000000,0.000000,1.081296,2.438868,0.193366,0.586318,0.167242,0.388333,3.039915,0.000000
gene18175,68.805629,13.042095,29.055098,39.302351,10.859519,1.174354,9.702771,41.616065,11.814988,7.118746,9.283449,16.022298,0.000000,0.000000
gene18176,0.000000,0.153978,0.320068,1.149921,0.229647,3.864568,0.192779,3.913325,0.000000,0.627191,1.133036,1.444022,0.000000,0.000000
gene18177,24.492720,4.607974,8.358318,7.123669,2.247480,3.306049,4.788118,5.901976,4.375812,5.946463,7.604644,1.583927,23.768552,0.065640
gene18178,421.314236,617.104065,542.840191,648.440080,804.539110,941.594235,674.464896,551.312084,597.551110,543.473057,560.973945,619.806431,686.449393,961.999797
gene18179,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043750,0.000000
gene18181,7.089578,5.152329,5.848677,6.870851,6.594351,1.358043,6.919587,5.413394,5.903590,3.125678,1.634546,6.764569,60.193206,96.489974
gene18182,4.431102,1.194157,3.590021,5.704295,15.411361,8.717550,10.141418,8.322268,3.411462,3.485911,3.433860,2.278121,267.415609,0.000000
gene18183,0.000000,1.532191,1.072465,0.000000,0.000000,0.166015,0.000000,0.000000,0.184823,0.934026,0.599450,0.441877,2.054475,0.000000
gene18184,24.669568,12.897733,15.650838,12.413185,13.611764,13.993478,19.545298,19.415076,12.782596,15.796684,13.886013,31.163174,0.000000,0.000000
gene18185,0.351236,0.201143,0.165330,0.323994,0.000000,0.000000,0.000000,0.000000,0.046623,0.160648,0.050406,0.083601,0.055528,0.300466
gene18186,3.163179,0.137403,0.000000,0.071667,0.193214,0.000000,0.135163,0.000000,0.000000,1.705667,0.459917,0.000000,0.092120,0.000000
gene18187,6.606259,5.871695,6.507380,3.500066,7.765321,0.000000,0.309430,0.000000,8.853532,1.911721,2.807718,5.799792,12.090987,4.926313
gene18188,0.903006,0.035489,0.000000,1.263333,0.000000,5.040217,0.000000,0.000000,0.034961,0.000000,0.000000,0.025075,0.000000,0.000000
gene18189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18190,81.728879,104.507442,89.519523,128.288192,49.665647,64.532886,115.447141,65.392404,79.988150,79.214696,69.609025,55.884884,99.267606,366.151595
gene18191,153.414407,136.421501,120.453061,148.262254,68.990237,53.400649,114.543681,88.139411,83.705249,76.191171,92.386206,58.011382,192.977804,128.552933
gene18192,14.265421,14.260212,17.092319,11.588171,11.733973,12.460186,22.008946,17.197075,8.190881,23.306843,25.042603,19.709323,0.000000,0.000000
gene18193,1.916511,0.695275,1.324784,5.330872,20.759399,5.537031,11.968825,10.798492,1.095862,4.814401,4.590963,1.572015,0.000000,0.000000
gene18194,1.404706,4.128584,3.821787,2.084661,0.144111,0.718993,2.041456,2.746092,1.312446,2.256145,2.214133,0.972376,0.034354,0.000000
gene18195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18197,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.351689,0.000000,0.000000
gene18198,0.000000,0.018186,0.000000,0.298793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18199,0.000000,0.000000,0.000000,0.150652,0.000000,0.000000,1.079699,0.000000,0.000000,0.000000,0.000000,0.839659,0.000000,0.000000
gene18200,4.664400,10.684687,0.000000,0.000000,2.062233,0.000000,0.000000,0.000000,0.000000,5.120158,8.032626,0.000000,0.000000,0.000000
gene18201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18202,0.000000,0.000000,0.618010,0.000000,0.000000,0.000000,0.026173,0.308785,0.000000,0.010321,0.113346,0.000000,0.000000,0.024121
gene18203,0.896040,1.302970,1.214513,2.828731,0.129810,0.841349,0.000000,0.000000,0.263652,0.459010,0.570081,0.059717,1.421303,0.000000
gene18204,30.248026,44.587091,34.001422,35.375997,49.835938,46.395657,29.784984,48.500448,26.944475,34.897716,33.712948,35.612259,55.478549,0.000000
gene18205,65.076332,53.851990,57.935192,69.694263,50.205794,97.382484,63.566005,61.347686,92.971656,82.088769,96.913468,105.819685,7.778689,0.000000
gene18206,0.000000,0.000000,0.215200,0.000000,3.136628,0.032123,0.083325,0.202396,1.001332,0.000000,0.000000,0.000000,50.485724,0.000000
gene18207,0.000000,0.000000,0.000000,0.973003,0.000000,0.000000,0.000000,0.000000,2.310287,1.592089,0.999083,0.000000,0.000000,0.000000
gene18208,6.287290,0.660364,0.871749,6.571232,5.990419,4.055984,7.890771,13.798806,1.862318,4.623684,3.833729,7.886328,14.097985,0.000000
gene18209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18211,1227.524565,1160.101264,1117.327529,1256.550698,1235.243457,1421.110898,1521.741306,1746.741916,1343.779293,1045.336029,1114.907387,1289.999214,646.604155,794.056817
gene18212,1.638548,3.212255,2.954508,3.180979,5.344505,3.620076,0.652105,5.376431,2.388262,0.947034,0.710566,3.800642,4.231039,0.000000
gene18213,0.000000,1.746119,0.985747,2.125145,0.000000,6.695203,0.000000,0.927156,0.382212,0.000000,0.826444,12.611043,2.731502,0.000000
gene18214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18215,0.000000,4.204948,1.918580,3.289824,2.365205,5.786278,1.004562,7.668839,9.806419,2.330310,1.608573,0.000000,2.738605,0.000000
gene18216,53.631253,58.767918,40.742241,18.077374,38.138560,38.857755,65.217122,42.177782,72.095904,92.356915,62.356078,23.726783,75.768679,0.000000
gene18217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071988,9.142677,0.000000,0.000000,0.000000,0.295469,0.196252,0.000000
gene18218,14.421688,13.139890,16.326661,12.164813,12.903382,24.364020,15.254956,26.621450,25.634625,22.853871,24.718080,23.637116,13.945047,34.732573
gene18219,0.052427,0.000000,0.544405,2.016089,0.027042,0.459448,0.113503,5.021688,3.604848,1.342816,1.053321,0.023293,0.000000,0.000000
gene18220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18221,1.284923,0.085695,0.171062,0.558709,2.450258,0.877449,0.042149,0.000000,0.699476,0.531895,0.182536,0.017300,2.183215,0.000000
gene18222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18223,825.860056,1309.859907,936.184629,1323.536003,1261.767323,1254.174831,1181.114976,1276.466372,1339.837384,1145.042449,1021.973399,896.382864,405.074285,1411.695010
gene18224,1543.903162,1878.252097,1660.645986,1780.609298,2052.111622,2041.994427,1571.595584,1570.148926,1694.314295,1534.512243,1367.091983,1137.920885,386.203366,1494.768789
gene18225,2.620673,5.738471,2.859589,3.626347,66.185222,14.764459,10.029901,2.847801,5.217788,5.154134,3.290653,2.370305,444.149527,6.052229
gene18226,0.038983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18227,0.000000,0.008475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011977,0.000000,0.000000
gene18228,0.000000,0.004266,0.260097,0.070085,0.055986,0.067943,0.851831,0.000000,0.000000,0.110044,0.045431,0.102477,0.000000,0.000000
gene18229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18230,0.458598,1.384195,0.000000,0.000000,0.000000,3.789329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18231,0.000000,0.459439,0.025939,0.195701,0.000000,0.000000,0.140607,0.000000,0.000000,0.000000,0.000000,0.000000,2.970726,0.000000
gene18232,90.944994,76.863999,86.833273,92.229575,78.772747,40.055772,29.274645,30.078906,24.964189,43.803335,40.306833,6.714829,137.716554,3.613957
gene18233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.697762,0.000000
gene18234,50.372690,52.937577,49.322268,34.527663,69.729976,44.875128,62.038083,55.231117,55.896867,62.482991,64.516628,49.641897,41.381515,0.000000
gene18235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18236,17.592415,21.168205,21.078672,5.264810,8.810174,24.400746,18.782874,24.780730,22.812520,13.271055,12.013836,21.521720,30.536491,0.000000
gene18237,0.067142,0.047498,0.000000,0.000000,0.000000,0.294206,0.109018,0.037831,0.436695,0.000000,0.000000,0.111866,0.743036,0.000000
gene18238,23.743250,30.141237,21.718677,15.093057,0.395064,0.000000,5.803680,0.000000,2.530399,10.680619,12.994458,6.125327,0.753420,0.000000
gene18239,0.000000,0.000000,0.179011,1.414913,2.427517,0.000000,0.121297,0.000000,0.000000,2.296035,1.163170,0.000000,0.000000,0.000000
gene18240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.095742,0.000000
gene18241,0.423148,0.252079,2.374903,2.799416,0.000000,0.000000,1.374166,3.965293,0.331101,5.133877,3.579612,0.029685,0.197170,0.000000
gene18242,3.725004,4.294341,1.239764,0.356343,3.202267,0.000000,0.000000,0.000000,0.000000,0.000000,0.831546,0.000000,14.657105,0.000000
gene18243,2.034917,0.383877,2.593329,1.497118,3.034380,0.880083,0.120152,0.000000,2.028332,2.914027,0.929186,0.295893,0.818889,0.000000
gene18244,11.786435,7.713168,10.641696,12.216336,9.589250,8.176964,11.291384,13.529911,5.839869,5.907008,4.615842,6.112786,8.221583,0.000000
gene18245,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.326300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18247,13.793397,10.419703,9.300668,14.497818,2.217516,3.737834,3.490326,20.725145,17.310165,13.382292,6.478109,0.159179,57.093975,0.000000
gene18248,2.011271,3.489613,4.473116,7.076926,10.263285,4.614941,9.240341,14.144568,8.612945,11.689977,9.041367,5.747209,11.791407,0.000000
gene18249,43.958996,44.331201,69.670236,30.102777,111.868449,63.757629,88.587886,130.004587,71.254464,91.502192,107.153349,119.831740,78.322006,12.085020
gene18250,0.000000,2.411972,1.376536,4.786007,0.000000,0.000000,8.424697,7.016103,0.000000,0.000000,0.000000,0.000000,0.328102,0.000000
gene18251,36.337080,50.797971,35.524812,71.029121,52.198081,54.531779,38.052475,49.751597,72.804642,60.708236,68.129197,82.589731,24.887532,0.000000
gene18252,53.364081,85.693494,86.559287,93.940086,120.695857,117.716571,97.322787,115.966352,72.243756,85.180261,90.416092,158.725954,109.051904,0.000000
gene18253,1.204425,0.103277,0.787147,1.292810,0.629321,0.469988,1.168327,0.000000,0.000000,0.841342,1.225637,1.438592,0.000000,0.000000
gene18254,16.023415,8.175166,15.283830,27.456639,10.959233,14.892393,18.488536,18.475675,6.835197,20.796147,23.112542,21.540180,8.660577,0.000000
gene18255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18256,1.375166,0.642124,2.128934,1.594214,0.063207,1.482994,2.365570,6.919728,1.303089,3.060168,1.696032,5.825570,0.994463,0.000000
gene18257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18258,0.009674,0.009125,0.000000,0.033315,0.000000,0.000000,0.000000,0.000000,0.000000,1.053075,0.408163,0.000000,0.000000,0.000000
gene18259,17.632198,12.036331,13.023952,13.183698,20.293865,22.109637,14.246925,18.158629,15.059267,20.982429,21.857657,19.901614,11.957121,0.000000
gene18260,198.233018,218.828835,199.915279,248.687126,220.906701,210.182595,198.748845,348.205120,194.416283,227.935974,202.945770,185.512873,168.483727,630.506432
gene18261,9.978520,7.942623,5.992199,4.072616,3.101434,1.938402,3.933041,4.806125,3.150949,3.089855,3.063047,2.981677,1.660880,0.000000
gene18262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18263,0.000000,0.000000,1.583120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.777463,1.291434,4.188690,0.158078,0.000000
gene18264,0.000000,0.000000,0.000000,0.000000,0.363418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18266,0.000000,0.000000,0.183967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.308479,0.000000,3.398390,0.000000
gene18267,0.000000,0.000000,0.000000,0.000000,0.000000,0.372423,1.932093,0.000000,0.000000,0.380964,0.000000,0.000000,16.460035,0.000000
gene18268,1.067871,0.057557,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.390737,0.306497,0.040668,0.000000,0.000000
gene18269,0.000000,0.000000,0.000000,0.000000,0.000000,1.206127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18270,4.041075,1.864835,7.158705,6.004309,3.563690,0.299201,2.010838,12.241442,1.715955,1.043397,2.226193,12.481328,0.000000,0.000000
gene18271,56.321367,44.142120,55.967640,39.791164,68.378225,72.369356,52.031443,57.092757,62.224657,54.339155,45.978182,50.400250,56.139031,0.000000
gene18272,3.985467,0.060634,0.051346,0.147589,4.442891,1.234001,0.139165,4.829309,0.637091,0.384173,0.817925,0.057121,1.043367,0.000000
gene18273,0.000000,0.137553,0.014511,0.000000,0.000000,5.670682,0.039330,3.875916,1.755516,0.217140,0.486649,0.032285,0.000000,0.000000
gene18274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18275,1.160381,0.000000,0.993078,1.712711,1.026020,0.000000,0.000000,0.747227,0.000000,0.000000,0.000000,0.000000,2.201419,0.000000
gene18276,1.425767,7.581153,1.371958,6.919809,3.132217,5.863631,5.829693,2.164428,7.207482,7.549679,3.784774,7.089625,1.798560,0.088141
gene18277,0.776302,0.237974,1.538053,0.186184,0.180190,1.881302,1.062435,2.199503,1.076841,1.569385,0.807698,0.303030,0.000000,0.000000
gene18278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.547275,0.000000
gene18280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.436039,0.000000,0.000000,0.000000,0.000000,0.000000
gene18282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.601144,0.000000,0.000000,0.000000,0.000000,0.000000
gene18284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.764425,0.000000,0.000000,0.000000,0.000000,0.000000
gene18286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18288,65.240743,79.419477,64.767070,77.262395,42.425173,37.686062,59.403074,40.917660,65.078376,51.112052,62.780841,64.025801,40.694101,0.411084
gene18289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18290,0.000000,0.025161,0.015981,0.000000,0.000000,0.033396,0.000000,0.000000,0.024786,0.051243,0.160781,0.035555,0.000000,0.000000
gene18291,0.705749,1.890719,2.442861,0.447269,0.576383,1.227169,1.718934,0.309282,3.287967,1.205101,1.565644,3.272843,0.911190,0.000000
gene18292,8.753442,3.539127,5.737250,1.128261,0.207989,0.673096,13.037093,0.340794,0.031223,3.033854,3.848173,2.396208,0.000000,0.000000
gene18293,45.441535,33.263041,35.433703,24.846022,29.316540,26.755726,22.884258,18.816631,17.184168,22.036719,24.116869,29.353785,11.993801,4.432501
