geneName,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell
gene21905,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21907,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.095666,0.000000,0.000000,2.395721,0.000000,0.000000,0.000000
gene21908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21911,3.394727,74.384197,0.000000,5.692362,5.926350,30.005412,3.356413,2.331732,28.795472,80.859184,0.000000,73.205521,71.233531,31.011306
gene21912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21914,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21919,0.000000,0.000000,0.000000,0.532112,0.000000,0.000000,17.256331,3.632768,0.074771,0.516825,0.000000,0.000000,16.605845,3.939506
gene21920,94.553265,30.772256,51.530446,32.993800,14.213797,23.702838,57.021136,4.327484,19.869395,59.198174,69.728653,75.493027,55.367095,46.588243
gene21921,0.000000,0.000000,0.000000,0.000000,0.000000,0.138209,0.927573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21923,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21924,0.000000,0.000000,0.360413,0.000000,10.720659,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21925,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21926,0.137322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030045,0.058064,0.035574,0.000000
gene21927,0.046078,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21928,0.110922,0.000000,0.198553,0.000000,0.000000,13.889274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.034249,0.000000
gene21929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21930,0.000000,0.000000,2.561924,2.400215,0.000000,0.000000,2.830156,7.864581,4.047103,0.000000,0.000000,3.631107,22.248473,8.045623
gene21931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21932,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21933,0.000000,0.161793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.234874,0.405870,0.436193,0.000000,0.516467,0.000000
gene21934,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.115155,0.000000,0.000000
gene21936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21939,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.934692,0.000000,0.000000,0.000000,0.000000,0.000000
gene21940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21941,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.939960,0.000000
gene21942,0.017336,0.000000,0.000000,25.552746,0.030265,2.931887,0.000000,0.023816,19.313251,0.000000,0.000000,0.000000,0.619776,1.413159
gene21943,0.000000,0.000000,0.000000,0.000000,0.000000,0.026091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21945,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21948,0.000000,0.000000,0.000000,0.049892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21950,0.000000,0.000000,1.423955,0.000000,22.566952,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.266951
gene21951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21952,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21954,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.824872,0.000000
gene21956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21957,0.000000,11.531110,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.592625,0.000000
gene21958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.541252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046377,0.064437,0.132627,0.343775,0.123153,0.119002,0.145817,0.000000
gene21961,0.000000,0.000000,0.000000,0.000000,0.000000,18.059895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21963,8.814609,9.466458,2.949178,53.872544,109.057682,28.572245,0.000000,30.077738,6.055999,5.433700,20.222700,0.000000,27.063048,3.936336
gene21964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21965,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21966,0.000000,29.567870,0.756940,0.000000,20.522470,0.000000,0.000000,17.427185,0.000000,0.000000,0.444093,0.000000,15.117352,0.000000
gene21967,0.203993,15.455353,11.611594,13.408609,0.356112,0.060101,39.006126,0.280227,0.000000,22.225952,22.547765,0.103504,0.634140,0.286686
gene21968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.099391,0.000000,0.117682,0.000000
gene21972,0.344119,0.209430,0.307959,0.721244,0.000000,0.000000,0.467776,0.000000,0.547267,0.000000,0.508181,0.000000,0.133711,0.181340
gene21973,17.384073,184.544858,198.347167,186.471326,79.924888,158.933124,186.967366,161.699162,80.670906,111.683632,113.756276,305.020216,306.716460,130.178037
gene21974,0.000000,0.000000,0.000000,0.000000,0.000000,0.040090,0.000000,0.000000,0.038473,0.000000,0.000000,0.000000,0.000000,0.000000
gene21975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041080
gene21976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21978,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21979,0.000000,0.000000,0.000000,0.000000,0.000000,0.068718,9.563336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21981,33.537956,22.636369,10.936852,9.465683,4.289727,5.772193,4.990333,15.327044,0.000000,0.081121,42.196119,72.786218,28.490506,74.388466
gene21982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21983,0.000000,0.000000,0.000000,0.000000,0.000000,0.042785,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.993159,0.000000
gene21984,1.715991,9.012903,12.737151,7.634736,10.904301,4.550199,44.089503,1.272951,24.696209,12.632264,27.482504,21.593147,27.810311,17.589032
gene21985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21986,0.000000,47.993889,0.145264,0.136079,0.119640,3.425447,10.430690,3.232966,0.000000,0.167424,0.000000,1.029414,0.882973,18.245880
gene21987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.106873,0.000000
gene21988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21989,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21990,0.000000,0.000000,3.043386,0.000000,0.106004,0.659921,0.000000,0.000000,14.159012,0.156340,0.000000,0.081178,1.591536,0.000000
gene21991,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21992,0.000000,0.000000,0.445594,0.000000,0.043457,0.000000,0.000000,0.000000,0.000000,0.030407,0.000000,0.000000,0.000000,0.000000
gene21993,0.000000,0.000000,0.000000,0.053773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.776308,0.000000,4.777264
gene21994,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene21997,0.048530,0.189040,0.173736,0.000000,0.084719,0.000000,0.000000,0.133332,0.068608,0.059278,0.063707,0.000000,0.000000,0.136405
gene21998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.079068,0.000000,0.000000,0.000000,0.000000,0.000000
gene21999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22003,0.000000,0.000000,0.000000,56.559454,0.000000,7.860421,0.000000,0.000000,0.000000,1.163869,10.256753,19.338568,14.810168,7.231193
gene22004,30.240138,0.000000,0.000000,0.000000,0.000000,0.000000,29.524377,7.090213,7.818639,0.000000,9.196432,0.000000,5.157869,1.036195
gene22005,0.572850,1.363410,7.859862,1.920925,0.666546,2.531308,2.013397,6.556553,9.177108,0.388657,0.000000,7.103771,0.098921,0.089434
gene22006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22007,360.162417,13.131020,192.413794,205.943118,286.765355,249.160610,236.729922,260.351884,268.021639,70.182414,131.909514,175.723045,165.349217,112.036326
gene22008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22009,0.000000,0.000000,0.000000,0.000000,0.000000,0.195136,0.000000,0.000000,0.000000,0.000000,0.086945,0.000000,0.000000,0.000000
gene22010,2.270285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.095373,0.000000
gene22011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22012,0.000000,0.000000,0.000000,0.000000,0.000000,2.340566,0.000000,0.000000,0.000000,0.000000,0.000000,1.511570,0.000000,0.000000
gene22013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.002639,0.000000,0.000000,0.000000,0.000000,0.000000
gene22020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22022,0.148347,0.000000,0.000000,0.000000,0.000000,13.767718,0.000000,16.099366,0.000000,0.000000,0.000000,0.000000,13.373700,0.000000
gene22023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22025,21.320733,6.424277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22028,0.000000,0.022205,0.042571,0.000000,0.000000,0.033589,0.045088,0.000000,0.000000,0.000000,0.000000,0.000000,0.035441,0.000000
gene22029,0.711077,0.230788,0.000000,0.000000,0.413704,0.698259,0.468617,0.000000,0.335051,0.000000,0.000000,0.000000,0.736758,0.666104
gene22030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.247130
gene22031,0.000000,0.089689,0.164855,0.000000,0.000000,0.135673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22032,0.000000,0.000000,0.000000,0.097441,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22034,0.000000,0.000000,0.000000,0.202627,0.000000,0.000000,0.119475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22035,0.023363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22037,0.060721,0.000000,0.000000,0.000000,0.318011,17.621722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.755048,0.000000
gene22038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.109470,0.000000
gene22039,0.000000,7.520145,8.548226,0.000000,0.118252,0.000000,0.000000,0.000000,0.000000,0.000000,0.044461,0.000000,0.000000,0.000000
gene22040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22044,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22045,0.000000,0.015663,0.000000,12.891236,0.000000,0.000000,0.000000,0.000000,3.728987,0.000000,0.000000,0.000000,0.000000,0.000000
gene22046,0.000000,0.000000,0.072101,0.000000,0.281273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22048,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22049,0.069844,0.000000,31.255461,0.000000,0.731578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.871937,0.000000,0.000000
gene22050,8.936588,1.431892,1.162155,9.821075,32.341765,23.840087,53.453955,19.582505,25.936053,65.809300,62.467744,47.274678,23.333435,56.049449
gene22051,41.026479,0.043279,40.165130,14.680377,0.698246,0.196403,6.766664,0.284357,0.565450,11.004476,6.650739,5.975568,1.726907,7.619826
gene22052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024621,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.146503,0.000000,0.000000,0.000000
gene22057,0.000000,0.000000,0.000000,0.000000,0.106715,0.000000,0.000000,0.027991,0.000000,0.024889,0.026749,0.000000,0.000000,0.229093
gene22058,84.547421,115.779786,162.784072,73.931197,113.109542,154.980548,108.040485,120.009922,119.185428,139.142125,109.239511,118.361148,101.557674,73.772952
gene22059,1.986654,0.000000,0.000000,0.000000,0.053357,9.995520,5.318536,0.000000,5.703625,0.000000,15.447267,1.783433,0.000000,0.000000
gene22060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22063,0.887774,38.596063,43.700789,0.744316,2.435421,19.523649,14.106608,4.007110,25.459956,25.405821,57.521704,15.926681,1.478457,0.267357
gene22064,0.684863,0.000000,0.087566,0.410141,0.341599,0.000000,0.000000,3.360072,0.000000,2.031626,0.000000,0.000000,0.000000,2.612523
gene22065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22066,29.538575,23.266994,11.120582,28.395722,48.029786,52.193535,28.886942,30.089914,30.364465,49.780860,17.523302,22.516155,20.472217,15.965394
gene22067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22068,16.158678,11.709524,16.142261,8.821221,29.353856,16.052800,19.039670,17.291979,11.022847,20.194691,18.744732,26.215088,33.437410,44.622087
gene22069,0.000000,0.000000,0.102630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070034,0.000000,0.000000,0.000000,0.000000
gene22070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.192816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22074,103.109328,53.640172,47.879030,7.357291,35.647155,31.572147,0.166850,2.318252,30.418318,60.809139,124.944673,86.482515,29.771344,58.818037
gene22075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.094403,0.000000,0.083941,0.000000,0.000000,0.000000,4.635815
gene22076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22077,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22078,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.059575,0.000000,0.000000,0.000000,0.000000,0.000000
gene22080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.641210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22082,0.000000,0.491162,1.483169,0.000000,0.000000,0.000000,4.309825,0.000000,1.527894,0.000000,0.000000,0.000000,0.000000,0.000000
gene22083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.583678,0.000000,0.000000,0.000000,0.000000,0.000000,8.396505,0.000000
gene22084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22086,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.287197,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22087,0.000000,0.000000,6.615080,0.000000,0.000000,0.000000,0.000000,0.000000,15.673474,0.000000,0.000000,39.846013,0.000000,0.000000
gene22088,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene22089,5.111585,7.108733,6.533139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.916778,0.000000,1.134766,4.103366
